"Province/State","Country/Region","Lat","Long","Date","FirstDigit"
"Channel Islands","United Kingdom",49.3723,-2.3644,"3/22/20","3"
"Gibraltar","United Kingdom",36.1408,-5.3536,"3/22/20","1"
"Isle of Man","United Kingdom",54.2361,-4.5481,"3/22/20","5"
"Montserrat","United Kingdom",16.7425,-62.1874,"3/22/20","1"
NA,"United Kingdom",55.3781,-3.436,"3/22/20","5"
NA,"Uruguay",-32.5228,-55.7658,"3/22/20","1"
NA,"US",37.0902,-95.7129,"3/22/20","3"
NA,"Uzbekistan",41.3775,64.5853,"3/22/20","4"
NA,"Venezuela",6.4238,-66.5897,"3/22/20","7"
NA,"Vietnam",16,108,"3/22/20","1"
NA,"Zambia",-15.4167,28.2833,"3/22/20","3"
NA,"Zimbabwe",-20,30,"3/22/20","3"
NA,"Dominica",15.415,-61.371,"3/22/20","1"
NA,"Grenada",12.1165,-61.679,"3/22/20","1"
NA,"Mozambique",-18.665695,35.529562,"3/22/20","1"
NA,"Syria",34.802075,38.996815,"3/22/20","1"
NA,"Timor-Leste",-8.874217,125.727539,"3/22/20","1"
NA,"West Bank and Gaza",31.9522,35.2332,"3/22/20","5"
NA,"Afghanistan",33,65,"3/23/20","4"
NA,"Albania",41.1533,20.1683,"3/23/20","1"
NA,"Algeria",28.0339,1.6596,"3/23/20","2"
NA,"Andorra",42.5063,1.5218,"3/23/20","1"
NA,"Angola",-11.2027,17.8739,"3/23/20","3"
NA,"Antigua and Barbuda",17.0608,-61.7964,"3/23/20","3"
NA,"Argentina",-38.4161,-63.6167,"3/23/20","3"
NA,"Armenia",40.0691,45.0382,"3/23/20","2"
"Australian Capital Territory","Australia",-35.4735,149.0124,"3/23/20","3"
"New South Wales","Australia",-33.8688,151.2093,"3/23/20","6"
"Northern Territory","Australia",-12.4634,130.8456,"3/23/20","5"
"Queensland","Australia",-28.0167,153.4,"3/23/20","3"
"South Australia","Australia",-34.9285,138.6007,"3/23/20","1"
"Tasmania","Australia",-41.4545,145.9707,"3/23/20","2"
"Victoria","Australia",-37.8136,144.9631,"3/23/20","3"
"Western Australia","Australia",-31.9505,115.8605,"3/23/20","1"
NA,"Austria",47.5162,14.5501,"3/23/20","4"
NA,"Azerbaijan",40.1431,47.5769,"3/23/20","7"
NA,"Bahamas",25.0343,-77.3963,"3/23/20","4"
NA,"Bahrain",26.0275,50.55,"3/23/20","3"
NA,"Bangladesh",23.685,90.3563,"3/23/20","3"
NA,"Barbados",13.1939,-59.5432,"3/23/20","1"
NA,"Belarus",53.7098,27.9534,"3/23/20","8"
NA,"Belgium",50.8333,4,"3/23/20","3"
NA,"Benin",9.3077,2.3158,"3/23/20","5"
NA,"Bhutan",27.5142,90.4336,"3/23/20","2"
NA,"Bolivia",-16.2902,-63.5887,"3/23/20","2"
NA,"Bosnia and Herzegovina",43.9159,17.6791,"3/23/20","1"
NA,"Brazil",-14.235,-51.9253,"3/23/20","1"
NA,"Brunei",4.5353,114.7277,"3/23/20","9"
NA,"Bulgaria",42.7339,25.4858,"3/23/20","2"
NA,"Burkina Faso",12.2383,-1.5616,"3/23/20","9"
NA,"Cabo Verde",16.5388,-23.0418,"3/23/20","3"
NA,"Cambodia",11.55,104.9167,"3/23/20","8"
NA,"Cameroon",3.848,11.5021,"3/23/20","5"
"Alberta","Canada",53.9333,-116.5765,"3/23/20","3"
"British Columbia","Canada",49.2827,-123.1207,"3/23/20","4"
"Grand Princess","Canada",37.6489,-122.6655,"3/23/20","1"
"Manitoba","Canada",53.7609,-98.8139,"3/23/20","2"
"New Brunswick","Canada",46.5653,-66.4619,"3/23/20","1"
"Newfoundland and Labrador","Canada",53.1355,-57.6604,"3/23/20","2"
"Nova Scotia","Canada",44.682,-63.7443,"3/23/20","4"
"Ontario","Canada",51.2538,-85.3232,"3/23/20","5"
"Prince Edward Island","Canada",46.5107,-63.4168,"3/23/20","3"
"Quebec","Canada",52.9399,-73.5491,"3/23/20","6"
"Saskatchewan","Canada",52.9399,-106.4509,"3/23/20","6"
NA,"Central African Republic",6.6111,20.9394,"3/23/20","3"
NA,"Chad",15.4542,18.7322,"3/23/20","1"
NA,"Chile",-35.6751,-71.543,"3/23/20","7"
"Anhui","China",31.8257,117.2264,"3/23/20","9"
"Beijing","China",40.1824,116.4142,"3/23/20","5"
"Chongqing","China",30.0572,107.874,"3/23/20","5"
"Fujian","China",26.0789,117.9874,"3/23/20","3"
"Gansu","China",37.8099,101.0583,"3/23/20","1"
"Guangdong","China",23.3417,113.4244,"3/23/20","1"
"Guangxi","China",23.8298,108.7881,"3/23/20","2"
"Guizhou","China",26.8154,106.8748,"3/23/20","1"
"Hainan","China",19.1959,109.7453,"3/23/20","1"
"Hebei","China",39.549,116.1306,"3/23/20","3"
"Heilongjiang","China",47.862,127.7615,"3/23/20","4"
"Henan","China",33.882,113.614,"3/23/20","1"
"Hong Kong","China",22.3,114.2,"3/23/20","3"
"Hubei","China",30.9756,112.2707,"3/23/20","6"
"Hunan","China",27.6104,111.7088,"3/23/20","1"
"Inner Mongolia","China",44.0935,113.9448,"3/23/20","7"
"Jiangsu","China",32.9711,119.455,"3/23/20","6"
"Jiangxi","China",27.614,115.7221,"3/23/20","9"
"Jilin","China",43.6661,126.1923,"3/23/20","9"
"Liaoning","China",41.2956,122.6085,"3/23/20","1"
"Macau","China",22.1667,113.55,"3/23/20","2"
"Ningxia","China",37.2692,106.1655,"3/23/20","7"
"Qinghai","China",35.7452,95.9956,"3/23/20","1"
"Shaanxi","China",35.1917,108.8701,"3/23/20","2"
"Shandong","China",36.3427,118.1498,"3/23/20","7"
"Shanghai","China",31.202,121.4491,"3/23/20","4"
"Shanxi","China",37.5777,112.2922,"3/23/20","1"
"Sichuan","China",30.6171,102.7103,"3/23/20","5"
"Tianjin","China",39.3054,117.323,"3/23/20","1"
"Tibet","China",31.6927,88.0924,"3/23/20","1"
"Xinjiang","China",41.1129,85.2401,"3/23/20","7"
"Yunnan","China",24.974,101.487,"3/23/20","1"
"Zhejiang","China",29.1832,120.0934,"3/23/20","1"
NA,"Colombia",4.5709,-74.2973,"3/23/20","2"
NA,"Congo (Brazzaville)",-4.0383,21.7587,"3/23/20","4"
NA,"Congo (Kinshasa)",-4.0383,21.7587,"3/23/20","3"
NA,"Costa Rica",9.7489,-83.7534,"3/23/20","1"
NA,"Cote d'Ivoire",7.54,-5.5471,"3/23/20","2"
NA,"Croatia",45.1,15.2,"3/23/20","3"
NA,"Diamond Princess",0,0,"3/23/20","7"
NA,"Cuba",22,-80,"3/23/20","4"
NA,"Cyprus",35.1264,33.4299,"3/23/20","1"
NA,"Czechia",49.8175,15.473,"3/23/20","1"
"Faroe Islands","Denmark",61.8926,-6.9118,"3/23/20","1"
"Greenland","Denmark",71.7069,-42.6043,"3/23/20","4"
NA,"Denmark",56.2639,9.5018,"3/23/20","1"
NA,"Djibouti",11.8251,42.5903,"3/23/20","3"
NA,"Dominican Republic",18.7357,-70.1627,"3/23/20","2"
NA,"Ecuador",-1.8312,-78.1834,"3/23/20","9"
NA,"Egypt",26,30,"3/23/20","3"
NA,"El Salvador",13.7942,-88.8965,"3/23/20","3"
NA,"Equatorial Guinea",1.5,10,"3/23/20","9"
NA,"Eritrea",15.1794,39.7823,"3/23/20","1"
NA,"Estonia",58.5953,25.0136,"3/23/20","3"
NA,"Eswatini",-26.5225,31.4659,"3/23/20","4"
NA,"Ethiopia",9.145,40.4897,"3/23/20","1"
NA,"Fiji",-17.7134,178.065,"3/23/20","3"
NA,"Finland",64,26,"3/23/20","7"
"French Guiana","France",3.9339,-53.1258,"3/23/20","2"
"French Polynesia","France",-17.6797,149.4068,"3/23/20","1"
"Guadeloupe","France",16.25,-61.5833,"3/23/20","6"
"Mayotte","France",-12.8275,45.1662,"3/23/20","2"
"New Caledonia","France",-20.9043,165.618,"3/23/20","8"
"Reunion","France",-21.1351,55.2471,"3/23/20","7"
"Saint Barthelemy","France",17.9,-62.8333,"3/23/20","3"
"St Martin","France",18.0708,-63.0501,"3/23/20","8"
"Martinique","France",14.6415,-61.0242,"3/23/20","5"
NA,"France",46.2276,2.2137,"3/23/20","1"
NA,"Gabon",-0.8037,11.6094,"3/23/20","5"
NA,"Gambia",13.4432,-15.3101,"3/23/20","2"
NA,"Georgia",42.3154,43.3569,"3/23/20","6"
NA,"Germany",51,9,"3/23/20","2"
NA,"Ghana",7.9465,-1.0232,"3/23/20","2"
NA,"Greece",39.0742,21.8243,"3/23/20","6"
NA,"Guatemala",15.7835,-90.2308,"3/23/20","2"
NA,"Guinea",9.9456,-9.6966,"3/23/20","4"
NA,"Guyana",5,-58.75,"3/23/20","2"
NA,"Haiti",18.9712,-72.2852,"3/23/20","6"
NA,"Holy See",41.9029,12.4534,"3/23/20","1"
NA,"Honduras",15.2,-86.2419,"3/23/20","3"
NA,"Hungary",47.1625,19.5033,"3/23/20","1"
NA,"Iceland",64.9631,-19.0208,"3/23/20","5"
NA,"India",21,78,"3/23/20","4"
NA,"Indonesia",-0.7893,113.9213,"3/23/20","5"
NA,"Iran",32,53,"3/23/20","2"
NA,"Iraq",33,44,"3/23/20","2"
NA,"Ireland",53.1424,-7.6921,"3/23/20","1"
NA,"Israel",31,35,"3/23/20","1"
NA,"Italy",43,12,"3/23/20","6"
NA,"Jamaica",18.1096,-77.2975,"3/23/20","1"
NA,"Japan",36,138,"3/23/20","1"
NA,"Jordan",31.24,36.51,"3/23/20","1"
NA,"Kazakhstan",48.0196,66.9237,"3/23/20","6"
NA,"Kenya",-0.0236,37.9062,"3/23/20","1"
NA,"Korea, South",36,128,"3/23/20","8"
NA,"Kuwait",29.5,47.75,"3/23/20","1"
NA,"Kyrgyzstan",41.2044,74.7661,"3/23/20","1"
NA,"Latvia",56.8796,24.6032,"3/23/20","1"
NA,"Lebanon",33.8547,35.8623,"3/23/20","2"
NA,"Liberia",6.4281,-9.4295,"3/23/20","3"
NA,"Liechtenstein",47.14,9.55,"3/23/20","5"
NA,"Lithuania",55.1694,23.8813,"3/23/20","1"
NA,"Luxembourg",49.8153,6.1296,"3/23/20","8"
NA,"Madagascar",-18.7669,46.8691,"3/23/20","1"
NA,"Malaysia",2.5,112.5,"3/23/20","1"
NA,"Maldives",3.2028,73.2207,"3/23/20","1"
NA,"Malta",35.9375,14.3754,"3/23/20","1"
NA,"Mauritania",21.0079,10.9408,"3/23/20","2"
NA,"Mauritius",-20.2,57.5,"3/23/20","3"
NA,"Mexico",23.6345,-102.5528,"3/23/20","3"
NA,"Moldova",47.4116,28.3699,"3/23/20","1"
NA,"Monaco",43.7333,7.4167,"3/23/20","2"
NA,"Mongolia",46.8625,103.8467,"3/23/20","1"
NA,"Montenegro",42.5,19.3,"3/23/20","2"
NA,"Morocco",31.7917,-7.0926,"3/23/20","1"
NA,"Namibia",-22.9576,18.4904,"3/23/20","4"
NA,"Nepal",28.1667,84.25,"3/23/20","2"
"Aruba","Netherlands",12.5186,-70.0358,"3/23/20","9"
"Curacao","Netherlands",12.1696,-68.99,"3/23/20","4"
"Sint Maarten","Netherlands",18.0425,-63.0548,"3/23/20","2"
NA,"Netherlands",52.1326,5.2913,"3/23/20","4"
NA,"New Zealand",-40.9006,174.886,"3/23/20","1"
NA,"Nicaragua",12.8654,-85.2072,"3/23/20","2"
NA,"Niger",17.6078,8.0817,"3/23/20","3"
NA,"Nigeria",9.082,8.6753,"3/23/20","4"
NA,"North Macedonia",41.6086,21.7453,"3/23/20","1"
NA,"Norway",60.472,8.4689,"3/23/20","2"
NA,"Oman",21,57,"3/23/20","6"
NA,"Pakistan",30.3753,69.3451,"3/23/20","8"
NA,"Panama",8.538,-80.7821,"3/23/20","3"
NA,"Papua New Guinea",-6.315,143.9555,"3/23/20","1"
NA,"Paraguay",-23.4425,-58.4438,"3/23/20","2"
NA,"Peru",-9.19,-75.0152,"3/23/20","3"
NA,"Philippines",13,122,"3/23/20","4"
NA,"Poland",51.9194,19.1451,"3/23/20","7"
NA,"Portugal",39.3999,-8.2245,"3/23/20","2"
NA,"Qatar",25.3548,51.1839,"3/23/20","5"
NA,"Romania",45.9432,24.9668,"3/23/20","5"
NA,"Russia",60,90,"3/23/20","4"
NA,"Rwanda",-1.9403,29.8739,"3/23/20","3"
NA,"Saint Lucia",13.9094,-60.9789,"3/23/20","3"
NA,"Saint Vincent and the Grenadines",12.9843,-61.2872,"3/23/20","1"
NA,"San Marino",43.9424,12.4578,"3/23/20","1"
NA,"Saudi Arabia",24,45,"3/23/20","5"
NA,"Senegal",14.4974,-14.4524,"3/23/20","7"
NA,"Serbia",44.0165,21.0059,"3/23/20","2"
NA,"Seychelles",-4.6796,55.492,"3/23/20","7"
NA,"Singapore",1.2833,103.8333,"3/23/20","5"
NA,"Slovakia",48.669,19.699,"3/23/20","1"
NA,"Slovenia",46.1512,14.9955,"3/23/20","4"
NA,"Somalia",5.1521,46.1996,"3/23/20","1"
NA,"South Africa",-30.5595,22.9375,"3/23/20","4"
NA,"Spain",40,-4,"3/23/20","3"
NA,"Sri Lanka",7,81,"3/23/20","9"
NA,"Sudan",12.8628,30.2176,"3/23/20","2"
NA,"Suriname",3.9193,-56.0278,"3/23/20","5"
NA,"Sweden",63,16,"3/23/20","2"
NA,"Switzerland",46.8182,8.2275,"3/23/20","8"
NA,"Taiwan*",23.7,121,"3/23/20","1"
NA,"Tanzania",-6.369,34.8888,"3/23/20","1"
NA,"Thailand",15,101,"3/23/20","7"
NA,"Togo",8.6195,0.8248,"3/23/20","1"
NA,"Trinidad and Tobago",10.6918,-61.2225,"3/23/20","5"
NA,"Tunisia",34,9,"3/23/20","8"
NA,"Turkey",38.9637,35.2433,"3/23/20","1"
NA,"Uganda",1,32,"3/23/20","9"
NA,"Ukraine",48.3794,31.1656,"3/23/20","7"
NA,"United Arab Emirates",24,54,"3/23/20","1"
"Bermuda","United Kingdom",32.3078,-64.7505,"3/23/20","6"
"Cayman Islands","United Kingdom",19.3133,-81.2546,"3/23/20","5"
"Channel Islands","United Kingdom",49.3723,-2.3644,"3/23/20","3"
"Gibraltar","United Kingdom",36.1408,-5.3536,"3/23/20","1"
"Isle of Man","United Kingdom",54.2361,-4.5481,"3/23/20","1"
"Montserrat","United Kingdom",16.7425,-62.1874,"3/23/20","1"
NA,"United Kingdom",55.3781,-3.436,"3/23/20","6"
NA,"Uruguay",-32.5228,-55.7658,"3/23/20","1"
NA,"US",37.0902,-95.7129,"3/23/20","4"
NA,"Uzbekistan",41.3775,64.5853,"3/23/20","4"
NA,"Venezuela",6.4238,-66.5897,"3/23/20","7"
NA,"Vietnam",16,108,"3/23/20","1"
NA,"Zambia",-15.4167,28.2833,"3/23/20","3"
NA,"Zimbabwe",-20,30,"3/23/20","3"
NA,"Dominica",15.415,-61.371,"3/23/20","2"
NA,"Grenada",12.1165,-61.679,"3/23/20","1"
NA,"Mozambique",-18.665695,35.529562,"3/23/20","1"
NA,"Syria",34.802075,38.996815,"3/23/20","1"
NA,"Timor-Leste",-8.874217,125.727539,"3/23/20","1"
NA,"Belize",13.1939,-59.5432,"3/23/20","1"
NA,"West Bank and Gaza",31.9522,35.2332,"3/23/20","5"
NA,"Afghanistan",33,65,"3/24/20","7"
NA,"Albania",41.1533,20.1683,"3/24/20","1"
NA,"Algeria",28.0339,1.6596,"3/24/20","2"
NA,"Andorra",42.5063,1.5218,"3/24/20","1"
NA,"Angola",-11.2027,17.8739,"3/24/20","3"
NA,"Antigua and Barbuda",17.0608,-61.7964,"3/24/20","3"
NA,"Argentina",-38.4161,-63.6167,"3/24/20","3"
NA,"Armenia",40.0691,45.0382,"3/24/20","2"
"Australian Capital Territory","Australia",-35.4735,149.0124,"3/24/20","3"
"New South Wales","Australia",-33.8688,151.2093,"3/24/20","8"
"Northern Territory","Australia",-12.4634,130.8456,"3/24/20","6"
"Queensland","Australia",-28.0167,153.4,"3/24/20","3"
"South Australia","Australia",-34.9285,138.6007,"3/24/20","1"
"Tasmania","Australia",-41.4545,145.9707,"3/24/20","2"
"Victoria","Australia",-37.8136,144.9631,"3/24/20","4"
"Western Australia","Australia",-31.9505,115.8605,"3/24/20","1"
NA,"Austria",47.5162,14.5501,"3/24/20","5"
NA,"Azerbaijan",40.1431,47.5769,"3/24/20","8"
NA,"Bahamas",25.0343,-77.3963,"3/24/20","5"
NA,"Bahrain",26.0275,50.55,"3/24/20","3"
NA,"Bangladesh",23.685,90.3563,"3/24/20","3"
NA,"Barbados",13.1939,-59.5432,"3/24/20","1"
NA,"Belarus",53.7098,27.9534,"3/24/20","8"
NA,"Belgium",50.8333,4,"3/24/20","4"
NA,"Benin",9.3077,2.3158,"3/24/20","6"
NA,"Bhutan",27.5142,90.4336,"3/24/20","2"
NA,"Bolivia",-16.2902,-63.5887,"3/24/20","2"
NA,"Bosnia and Herzegovina",43.9159,17.6791,"3/24/20","1"
NA,"Brazil",-14.235,-51.9253,"3/24/20","2"
NA,"Brunei",4.5353,114.7277,"3/24/20","1"
NA,"Bulgaria",42.7339,25.4858,"3/24/20","2"
NA,"Burkina Faso",12.2383,-1.5616,"3/24/20","1"
NA,"Cabo Verde",16.5388,-23.0418,"3/24/20","3"
NA,"Cambodia",11.55,104.9167,"3/24/20","9"
NA,"Cameroon",3.848,11.5021,"3/24/20","6"
"Alberta","Canada",53.9333,-116.5765,"3/24/20","3"
"British Columbia","Canada",49.2827,-123.1207,"3/24/20","6"
"Grand Princess","Canada",37.6489,-122.6655,"3/24/20","1"
"Manitoba","Canada",53.7609,-98.8139,"3/24/20","2"
"New Brunswick","Canada",46.5653,-66.4619,"3/24/20","1"
"Newfoundland and Labrador","Canada",53.1355,-57.6604,"3/24/20","3"
"Nova Scotia","Canada",44.682,-63.7443,"3/24/20","5"
"Ontario","Canada",51.2538,-85.3232,"3/24/20","5"
"Prince Edward Island","Canada",46.5107,-63.4168,"3/24/20","3"
"Quebec","Canada",52.9399,-73.5491,"3/24/20","1"
"Saskatchewan","Canada",52.9399,-106.4509,"3/24/20","7"
NA,"Central African Republic",6.6111,20.9394,"3/24/20","3"
NA,"Chad",15.4542,18.7322,"3/24/20","3"
NA,"Chile",-35.6751,-71.543,"3/24/20","9"
"Anhui","China",31.8257,117.2264,"3/24/20","9"
"Beijing","China",40.1824,116.4142,"3/24/20","5"
"Chongqing","China",30.0572,107.874,"3/24/20","5"
"Fujian","China",26.0789,117.9874,"3/24/20","3"
"Gansu","China",37.8099,101.0583,"3/24/20","1"
"Guangdong","China",23.3417,113.4244,"3/24/20","1"
"Guangxi","China",23.8298,108.7881,"3/24/20","2"
"Guizhou","China",26.8154,106.8748,"3/24/20","1"
"Hainan","China",19.1959,109.7453,"3/24/20","1"
"Hebei","China",39.549,116.1306,"3/24/20","3"
"Heilongjiang","China",47.862,127.7615,"3/24/20","4"
"Henan","China",33.882,113.614,"3/24/20","1"
"Hong Kong","China",22.3,114.2,"3/24/20","3"
"Hubei","China",30.9756,112.2707,"3/24/20","6"
"Hunan","China",27.6104,111.7088,"3/24/20","1"
"Inner Mongolia","China",44.0935,113.9448,"3/24/20","7"
"Jiangsu","China",32.9711,119.455,"3/24/20","6"
"Jiangxi","China",27.614,115.7221,"3/24/20","9"
"Jilin","China",43.6661,126.1923,"3/24/20","9"
"Liaoning","China",41.2956,122.6085,"3/24/20","1"
"Macau","China",22.1667,113.55,"3/24/20","2"
"Ningxia","China",37.2692,106.1655,"3/24/20","7"
"Qinghai","China",35.7452,95.9956,"3/24/20","1"
"Shaanxi","China",35.1917,108.8701,"3/24/20","2"
"Shandong","China",36.3427,118.1498,"3/24/20","7"
"Shanghai","China",31.202,121.4491,"3/24/20","4"
"Shanxi","China",37.5777,112.2922,"3/24/20","1"
"Sichuan","China",30.6171,102.7103,"3/24/20","5"
"Tianjin","China",39.3054,117.323,"3/24/20","1"
"Tibet","China",31.6927,88.0924,"3/24/20","1"
"Xinjiang","China",41.1129,85.2401,"3/24/20","7"
"Yunnan","China",24.974,101.487,"3/24/20","1"
"Zhejiang","China",29.1832,120.0934,"3/24/20","1"
NA,"Colombia",4.5709,-74.2973,"3/24/20","3"
NA,"Congo (Brazzaville)",-4.0383,21.7587,"3/24/20","4"
NA,"Congo (Kinshasa)",-4.0383,21.7587,"3/24/20","4"
NA,"Costa Rica",9.7489,-83.7534,"3/24/20","1"
NA,"Cote d'Ivoire",7.54,-5.5471,"3/24/20","7"
NA,"Croatia",45.1,15.2,"3/24/20","3"
NA,"Diamond Princess",0,0,"3/24/20","7"
NA,"Cuba",22,-80,"3/24/20","4"
NA,"Cyprus",35.1264,33.4299,"3/24/20","1"
NA,"Czechia",49.8175,15.473,"3/24/20","1"
"Faroe Islands","Denmark",61.8926,-6.9118,"3/24/20","1"
"Greenland","Denmark",71.7069,-42.6043,"3/24/20","5"
NA,"Denmark",56.2639,9.5018,"3/24/20","1"
NA,"Djibouti",11.8251,42.5903,"3/24/20","3"
NA,"Dominican Republic",18.7357,-70.1627,"3/24/20","3"
NA,"Ecuador",-1.8312,-78.1834,"3/24/20","1"
NA,"Egypt",26,30,"3/24/20","4"
NA,"El Salvador",13.7942,-88.8965,"3/24/20","5"
NA,"Equatorial Guinea",1.5,10,"3/24/20","9"
NA,"Eritrea",15.1794,39.7823,"3/24/20","1"
NA,"Estonia",58.5953,25.0136,"3/24/20","3"
NA,"Eswatini",-26.5225,31.4659,"3/24/20","4"
NA,"Ethiopia",9.145,40.4897,"3/24/20","1"
NA,"Fiji",-17.7134,178.065,"3/24/20","4"
NA,"Finland",64,26,"3/24/20","7"
"French Guiana","France",3.9339,-53.1258,"3/24/20","2"
"French Polynesia","France",-17.6797,149.4068,"3/24/20","2"
"Guadeloupe","France",16.25,-61.5833,"3/24/20","6"
"Mayotte","France",-12.8275,45.1662,"3/24/20","3"
"New Caledonia","France",-20.9043,165.618,"3/24/20","1"
"Reunion","France",-21.1351,55.2471,"3/24/20","9"
"Saint Barthelemy","France",17.9,-62.8333,"3/24/20","3"
"St Martin","France",18.0708,-63.0501,"3/24/20","8"
"Martinique","France",14.6415,-61.0242,"3/24/20","5"
NA,"France",46.2276,2.2137,"3/24/20","2"
NA,"Gabon",-0.8037,11.6094,"3/24/20","6"
NA,"Gambia",13.4432,-15.3101,"3/24/20","3"
NA,"Georgia",42.3154,43.3569,"3/24/20","7"
NA,"Germany",51,9,"3/24/20","3"
NA,"Ghana",7.9465,-1.0232,"3/24/20","5"
NA,"Greece",39.0742,21.8243,"3/24/20","7"
NA,"Guatemala",15.7835,-90.2308,"3/24/20","2"
NA,"Guinea",9.9456,-9.6966,"3/24/20","4"
NA,"Guyana",5,-58.75,"3/24/20","5"
NA,"Haiti",18.9712,-72.2852,"3/24/20","7"
NA,"Holy See",41.9029,12.4534,"3/24/20","4"
NA,"Honduras",15.2,-86.2419,"3/24/20","3"
NA,"Hungary",47.1625,19.5033,"3/24/20","1"
NA,"Iceland",64.9631,-19.0208,"3/24/20","6"
NA,"India",21,78,"3/24/20","5"
NA,"Indonesia",-0.7893,113.9213,"3/24/20","6"
NA,"Iran",32,53,"3/24/20","2"
NA,"Iraq",33,44,"3/24/20","3"
NA,"Ireland",53.1424,-7.6921,"3/24/20","1"
NA,"Israel",31,35,"3/24/20","1"
NA,"Italy",43,12,"3/24/20","6"
NA,"Jamaica",18.1096,-77.2975,"3/24/20","2"
NA,"Japan",36,138,"3/24/20","1"
NA,"Jordan",31.24,36.51,"3/24/20","1"
NA,"Kazakhstan",48.0196,66.9237,"3/24/20","7"
NA,"Kenya",-0.0236,37.9062,"3/24/20","2"
NA,"Korea, South",36,128,"3/24/20","9"
NA,"Kuwait",29.5,47.75,"3/24/20","1"
NA,"Kyrgyzstan",41.2044,74.7661,"3/24/20","4"
NA,"Latvia",56.8796,24.6032,"3/24/20","1"
NA,"Lebanon",33.8547,35.8623,"3/24/20","3"
NA,"Liberia",6.4281,-9.4295,"3/24/20","3"
NA,"Liechtenstein",47.14,9.55,"3/24/20","5"
NA,"Lithuania",55.1694,23.8813,"3/24/20","2"
NA,"Luxembourg",49.8153,6.1296,"3/24/20","1"
NA,"Madagascar",-18.7669,46.8691,"3/24/20","1"
NA,"Malaysia",2.5,112.5,"3/24/20","1"
NA,"Maldives",3.2028,73.2207,"3/24/20","1"
NA,"Malta",35.9375,14.3754,"3/24/20","1"
NA,"Mauritania",21.0079,10.9408,"3/24/20","2"
NA,"Mauritius",-20.2,57.5,"3/24/20","4"
NA,"Mexico",23.6345,-102.5528,"3/24/20","3"
NA,"Moldova",47.4116,28.3699,"3/24/20","1"
NA,"Monaco",43.7333,7.4167,"3/24/20","2"
NA,"Mongolia",46.8625,103.8467,"3/24/20","1"
NA,"Montenegro",42.5,19.3,"3/24/20","4"
NA,"Morocco",31.7917,-7.0926,"3/24/20","1"
NA,"Namibia",-22.9576,18.4904,"3/24/20","7"
NA,"Nepal",28.1667,84.25,"3/24/20","2"
"Aruba","Netherlands",12.5186,-70.0358,"3/24/20","1"
"Curacao","Netherlands",12.1696,-68.99,"3/24/20","6"
"Sint Maarten","Netherlands",18.0425,-63.0548,"3/24/20","2"
NA,"Netherlands",52.1326,5.2913,"3/24/20","5"
NA,"New Zealand",-40.9006,174.886,"3/24/20","1"
NA,"Nicaragua",12.8654,-85.2072,"3/24/20","2"
NA,"Niger",17.6078,8.0817,"3/24/20","3"
NA,"Nigeria",9.082,8.6753,"3/24/20","4"
NA,"North Macedonia",41.6086,21.7453,"3/24/20","1"
NA,"Norway",60.472,8.4689,"3/24/20","2"
NA,"Oman",21,57,"3/24/20","8"
NA,"Pakistan",30.3753,69.3451,"3/24/20","9"
NA,"Panama",8.538,-80.7821,"3/24/20","3"
NA,"Papua New Guinea",-6.315,143.9555,"3/24/20","1"
NA,"Paraguay",-23.4425,-58.4438,"3/24/20","2"
NA,"Peru",-9.19,-75.0152,"3/24/20","4"
NA,"Philippines",13,122,"3/24/20","5"
NA,"Poland",51.9194,19.1451,"3/24/20","9"
NA,"Portugal",39.3999,-8.2245,"3/24/20","2"
NA,"Qatar",25.3548,51.1839,"3/24/20","5"
NA,"Romania",45.9432,24.9668,"3/24/20","7"
NA,"Russia",60,90,"3/24/20","4"
NA,"Rwanda",-1.9403,29.8739,"3/24/20","4"
NA,"Saint Lucia",13.9094,-60.9789,"3/24/20","3"
NA,"Saint Vincent and the Grenadines",12.9843,-61.2872,"3/24/20","1"
NA,"San Marino",43.9424,12.4578,"3/24/20","1"
NA,"Saudi Arabia",24,45,"3/24/20","7"
NA,"Senegal",14.4974,-14.4524,"3/24/20","8"
NA,"Serbia",44.0165,21.0059,"3/24/20","3"
NA,"Seychelles",-4.6796,55.492,"3/24/20","7"
NA,"Singapore",1.2833,103.8333,"3/24/20","5"
NA,"Slovakia",48.669,19.699,"3/24/20","2"
NA,"Slovenia",46.1512,14.9955,"3/24/20","4"
NA,"Somalia",5.1521,46.1996,"3/24/20","1"
NA,"South Africa",-30.5595,22.9375,"3/24/20","5"
NA,"Spain",40,-4,"3/24/20","3"
NA,"Sri Lanka",7,81,"3/24/20","1"
NA,"Sudan",12.8628,30.2176,"3/24/20","3"
NA,"Suriname",3.9193,-56.0278,"3/24/20","7"
NA,"Sweden",63,16,"3/24/20","2"
NA,"Switzerland",46.8182,8.2275,"3/24/20","9"
NA,"Taiwan*",23.7,121,"3/24/20","2"
NA,"Tanzania",-6.369,34.8888,"3/24/20","1"
NA,"Thailand",15,101,"3/24/20","8"
NA,"Togo",8.6195,0.8248,"3/24/20","2"
NA,"Trinidad and Tobago",10.6918,-61.2225,"3/24/20","5"
NA,"Tunisia",34,9,"3/24/20","1"
NA,"Turkey",38.9637,35.2433,"3/24/20","1"
NA,"Uganda",1,32,"3/24/20","9"
NA,"Ukraine",48.3794,31.1656,"3/24/20","9"
NA,"United Arab Emirates",24,54,"3/24/20","2"
